41.3,0
66.7,1
58.1,1
39.9,0
62.6,1
63.9,1
56,1
54.6,1
52.6,1
40.6,0
61.9,1
59.5,0
52.6,1
52.9,1
59,1
59.9,1
38.5,0
42.2,0
54.7,0
52.3,1
58.5,1
52.8,1
57.6,1
41,0
48.8,0
59.2,0
59.3,1
65.2,1
57.6,0
52.5,1
55.2,0
52.7,1
38.5,0
50.3,1
53.2,1
51.6,0
60,1
50.2,1
46.4,1
37.8,0
53.3,0
41.8,0
47.4,0
67.3,0
57.1,0
47.8,1
63.5,1
41.6,0
54.5,1
62.9,1
